transaction_id,customer_id,date,amount,category,province,tier,is_anomaly
TXN00268,CUST0023,2023-12-02,1145.87,Health & Beauty,Gauteng,high,False
TXN00953,CUST0071,2023-12-02,6971.35,Electronics,KwaZulu-Natal,high,False
TXN02858,CUST0238,2023-12-02,1091.82,Sports,Gauteng,mid,False
TXN04432,CUST0372,2023-12-02,654.79,Clothing,Gauteng,low,False
TXN02952,CUST0243,2023-12-02,4296.92,Electronics,Eastern Cape,mid,False
TXN00835,CUST0060,2023-12-03,1096.05,Health & Beauty,Gauteng,high,False
TXN02499,CUST0210,2023-12-03,529.44,Health & Beauty,Gauteng,mid,False
TXN03871,CUST0319,2023-12-03,1969.17,Clothing,Gauteng,high,False
TXN00865,CUST0061,2023-12-04,1058.66,Health & Beauty,Gauteng,high,False
TXN00523,CUST0037,2023-12-04,2052.3,Clothing,Gauteng,high,False
TXN00176,CUST0014,2023-12-04,1544.11,Tools,Gauteng,mid,False
TXN02005,CUST0174,2023-12-04,1903.96,Tools,Gauteng,mid,False
TXN01094,CUST0085,2023-12-04,269.21,Stationery,Gauteng,mid,False
TXN00896,CUST0066,2023-12-04,2058.99,Tools,Western Cape,mid,False
TXN02583,CUST0216,2023-12-05,550.47,Tools,Gauteng,low,False
TXN02623,CUST0218,2023-12-05,569.13,Health & Beauty,KwaZulu-Natal,mid,False
TXN03678,CUST0301,2023-12-05,1758.39,Tools,Gauteng,mid,False
TXN01009,CUST0077,2023-12-05,8794.86,Electronics,KwaZulu-Natal,high,False
TXN04393,CUST0366,2023-12-05,503.69,Health & Beauty,Gauteng,mid,False
TXN03899,CUST0322,2023-12-05,4143.93,Electronics,KwaZulu-Natal,mid,False
TXN01474,CUST0128,2023-12-06,309.42,Stationery,Eastern Cape,mid,False
TXN04698,CUST0395,2023-12-06,2351.86,Clothing,Gauteng,high,False
TXN01257,CUST0101,2023-12-06,312.0,Stationery,Gauteng,mid,False
TXN00991,CUST0076,2023-12-06,435.75,Clothing,KwaZulu-Natal,low,False
TXN04030,CUST0333,2023-12-07,561.9,Groceries,Gauteng,mid,False
TXN00240,CUST0019,2023-12-07,3968.08,Electronics,Western Cape,mid,False
TXN00328,CUST0025,2023-12-07,2012.11,Clothing,Western Cape,high,False
TXN04377,CUST0365,2023-12-07,16356.47,Furniture,Limpopo,high,False
TXN02864,CUST0238,2023-12-07,4010.2,Electronics,Gauteng,mid,False
TXN00575,CUST0040,2023-12-07,592.21,Stationery,Western Cape,high,False
TXN04284,CUST0356,2023-12-07,496.78,Clothing,KwaZulu-Natal,low,False
TXN01239,CUST0098,2023-12-07,16465.6,Furniture,Western Cape,high,False
TXN03880,CUST0319,2023-12-07,578.05,Stationery,Gauteng,high,False
TXN02445,CUST0205,2023-12-08,15424.69,Furniture,Western Cape,high,False
TXN04597,CUST0385,2023-12-08,1267.61,Sports,KwaZulu-Natal,mid,False
TXN04359,CUST0365,2023-12-09,2207.21,Clothing,Limpopo,high,False
TXN02349,CUST0200,2023-12-09,511.81,Stationery,KwaZulu-Natal,high,False
TXN04313,CUST0360,2023-12-09,3046.25,Electronics,Western Cape,low,False
TXN03100,CUST0255,2023-12-09,5917.84,Electronics,Gauteng,mid,False
TXN00690,CUST0050,2023-12-09,2319.69,Sports,Gauteng,high,False
TXN01624,CUST0143,2023-12-09,7516.75,Furniture,Western Cape,mid,False
TXN03095,CUST0253,2023-12-09,1605.89,Sports,Eastern Cape,mid,False
TXN03303,CUST0269,2023-12-09,544.89,Health & Beauty,Gauteng,mid,False
TXN00814,CUST0059,2023-12-09,2469.37,Clothing,Gauteng,high,False
TXN04710,CUST0395,2023-12-10,7525.72,Electronics,Gauteng,high,False
TXN01720,CUST0150,2023-12-10,457.34,Groceries,Gauteng,low,False
TXN00108,CUST0008,2023-12-10,15999.61,Furniture,Eastern Cape,high,False
TXN02769,CUST0231,2023-12-10,148.31,Stationery,KwaZulu-Natal,low,False
TXN00245,CUST0019,2023-12-11,1699.68,Tools,Western Cape,mid,False
TXN01067,CUST0083,2023-12-11,1367.2,Sports,Gauteng,mid,False
TXN02100,CUST0183,2023-12-11,1268.62,Sports,Limpopo,mid,False
TXN01413,CUST0117,2023-12-11,399.1,Stationery,Eastern Cape,mid,False
TXN01141,CUST0091,2023-12-11,8522.07,Furniture,Gauteng,mid,False
TXN03736,CUST0304,2023-12-11,1136.16,Groceries,KwaZulu-Natal,high,False
TXN02385,CUST0203,2023-12-12,4003.77,Electronics,Gauteng,mid,False
TXN03508,CUST0289,2023-12-12,237.32,Health & Beauty,Gauteng,low,False
TXN01813,CUST0157,2023-12-12,2876.67,Tools,KwaZulu-Natal,high,False
TXN04571,CUST0383,2023-12-12,8587.01,Furniture,KwaZulu-Natal,mid,False
TXN04588,CUST0384,2023-12-12,574.97,Groceries,Eastern Cape,mid,False
TXN00005,CUST0001,2023-12-12,3085.18,Tools,Gauteng,high,False
TXN03754,CUST0304,2023-12-12,2098.28,Clothing,KwaZulu-Natal,high,False
TXN02812,CUST0235,2023-12-12,2717.72,Tools,Gauteng,high,False
TXN03207,CUST0264,2023-12-13,1797.72,Sports,Western Cape,mid,False
TXN01395,CUST0116,2023-12-13,3295.66,Tools,Eastern Cape,high,False
TXN00564,CUST0040,2023-12-13,937.57,Health & Beauty,Western Cape,high,False
TXN03418,CUST0278,2023-12-14,1159.78,Clothing,KwaZulu-Natal,mid,False
TXN01761,CUST0155,2023-12-14,297.67,Groceries,Limpopo,low,False
TXN01307,CUST0105,2023-12-14,2044.39,Tools,Eastern Cape,mid,False
TXN01311,CUST0106,2023-12-14,5046.47,Electronics,Gauteng,mid,False
TXN04650,CUST0391,2023-12-14,1503.53,Tools,Limpopo,mid,False
TXN02905,CUST0241,2023-12-14,9090.08,Electronics,Limpopo,high,False
TXN00968,CUST0073,2023-12-14,1055.03,Health & Beauty,Gauteng,high,False
TXN00094,CUST0008,2023-12-15,2439.34,Tools,Eastern Cape,high,False
TXN02799,CUST0235,2023-12-15,1294.97,Groceries,Gauteng,high,False
TXN04253,CUST0355,2023-12-15,14667.02,Furniture,Gauteng,high,False
TXN03948,CUST0327,2023-12-15,1032.54,Health & Beauty,Western Cape,high,False
TXN02267,CUST0194,2023-12-15,1201.22,Clothing,KwaZulu-Natal,mid,False
TXN02068,CUST0180,2023-12-15,4635.5,Electronics,Gauteng,mid,False
TXN03218,CUST0265,2023-12-15,16920.71,Furniture,Eastern Cape,high,False
TXN01182,CUST0094,2023-12-16,1857.03,Tools,Western Cape,mid,False
TXN04442,CUST0373,2023-12-16,2129.61,Clothing,Gauteng,high,False
TXN04428,CUST0371,2023-12-16,1168.43,Health & Beauty,Gauteng,high,False
TXN03793,CUST0309,2023-12-16,1610.06,Sports,KwaZulu-Natal,mid,False
TXN03661,CUST0299,2023-12-16,343.59,Stationery,KwaZulu-Natal,mid,False
TXN03093,CUST0253,2023-12-17,339.19,Stationery,Eastern Cape,mid,False
TXN01130,CUST0089,2023-12-17,613.26,Clothing,Eastern Cape,low,False
TXN00398,CUST0030,2023-12-17,2992.33,Sports,Gauteng,high,False
TXN01795,CUST0157,2023-12-17,1039.22,Groceries,KwaZulu-Natal,high,False
TXN03155,CUST0257,2023-12-17,608.9,Groceries,Limpopo,mid,False
TXN03653,CUST0299,2023-12-17,1405.11,Clothing,KwaZulu-Natal,mid,False
TXN03190,CUST0261,2023-12-17,742.88,Health & Beauty,Western Cape,mid,False
TXN04232,CUST0354,2023-12-17,7179.47,Furniture,Gauteng,mid,False
TXN01613,CUST0143,2023-12-18,7663.16,Furniture,Western Cape,mid,False
TXN01389,CUST0116,2023-12-18,2921.07,Tools,Eastern Cape,high,False
TXN00392,CUST0029,2023-12-18,1256.88,Sports,Western Cape,mid,False
TXN01900,CUST0163,2023-12-18,2442.72,Clothing,KwaZulu-Natal,high,False
TXN00203,CUST0016,2023-12-18,1434.03,Sports,Gauteng,mid,False
TXN00305,CUST0024,2023-12-19,7856.56,Furniture,Gauteng,mid,False
TXN02661,CUST0222,2023-12-19,583.63,Health & Beauty,Western Cape,mid,False
TXN00515,CUST0035,2023-12-19,16500.47,Furniture,Limpopo,high,False
TXN02611,CUST0217,2023-12-19,513.37,Stationery,Gauteng,high,False
TXN02413,CUST0204,2023-12-19,2484.31,Sports,Eastern Cape,high,False
TXN02919,CUST0241,2023-12-19,2373.42,Clothing,Limpopo,high,False
TXN02999,CUST0245,2023-12-19,14034.3,Furniture,Gauteng,high,False
TXN04266,CUST0355,2023-12-19,15723.45,Furniture,Gauteng,high,False
TXN01766,CUST0156,2023-12-19,4959.54,Electronics,Gauteng,mid,False
TXN02760,CUST0230,2023-12-20,423.78,Groceries,KwaZulu-Natal,mid,False
TXN03593,CUST0295,2023-12-20,13975.9,Furniture,Gauteng,high,False
TXN00686,CUST0050,2023-12-20,1023.33,Health & Beauty,Gauteng,high,False
TXN03483,CUST0287,2023-12-20,470.97,Groceries,Western Cape,mid,False
TXN02276,CUST0194,2023-12-20,603.73,Health & Beauty,KwaZulu-Natal,mid,False
TXN04521,CUST0377,2023-12-21,2236.626957468852,Health & Beauty,Eastern Cape,mid,True
TXN01054,CUST0082,2023-12-21,10161.6,Furniture,KwaZulu-Natal,mid,False
TXN03412,CUST0278,2023-12-21,11544.323601036975,Sports,KwaZulu-Natal,mid,True
TXN04168,CUST0347,2023-12-22,1580.09,Tools,KwaZulu-Natal,mid,False
TXN03052,CUST0251,2023-12-22,2698.49,Tools,Gauteng,high,False
TXN00199,CUST0016,2023-12-22,342.45,Stationery,Gauteng,mid,False
TXN00713,CUST0053,2023-12-22,268.88,Stationery,Limpopo,mid,False
TXN03839,CUST0314,2023-12-23,255.51,Stationery,Limpopo,mid,False
TXN04354,CUST0364,2023-12-23,457.16,Sports,Western Cape,low,False
TXN01331,CUST0111,2023-12-23,1588.82,Tools,Gauteng,mid,False
TXN01863,CUST0161,2023-12-23,112.63,Stationery,Gauteng,low,False
TXN01746,CUST0153,2023-12-23,1396.2,Clothing,Gauteng,mid,False
TXN00600,CUST0041,2023-12-23,561.6,Stationery,Gauteng,high,False
TXN02146,CUST0187,2023-12-23,8801.32,Electronics,Eastern Cape,high,False
TXN03275,CUST0267,2023-12-24,9596.99603337835,Tools,KwaZulu-Natal,mid,True
TXN01787,CUST0157,2023-12-24,1458.73,Groceries,KwaZulu-Natal,high,False
TXN03146,CUST0256,2023-12-24,2652.42,Sports,Western Cape,high,False
TXN01045,CUST0081,2023-12-24,1020.72,Sports,Eastern Cape,mid,False
TXN01312,CUST0106,2023-12-24,1268.54,Clothing,Gauteng,mid,False
TXN01818,CUST0158,2023-12-24,2965.07,Tools,KwaZulu-Natal,high,False
TXN00051,CUST0005,2023-12-25,4936.69,Electronics,Gauteng,mid,False
TXN00102,CUST0008,2023-12-25,17767.41,Furniture,Eastern Cape,high,False
TXN02436,CUST0205,2023-12-25,2102.3,Clothing,Western Cape,high,False
TXN01046,CUST0081,2023-12-26,581.4,Groceries,Eastern Cape,mid,False
TXN03838,CUST0314,2023-12-26,289.01,Stationery,Limpopo,mid,False
TXN00143,CUST0011,2023-12-26,548.99,Health & Beauty,Gauteng,mid,False
TXN02093,CUST0183,2023-12-26,4662.14,Electronics,Limpopo,mid,False
TXN04000,CUST0330,2023-12-26,8975.43,Furniture,Gauteng,mid,False
TXN01126,CUST0088,2023-12-26,1429.1,Clothing,KwaZulu-Natal,mid,False
TXN01250,CUST0098,2023-12-27,2608.03,Tools,Western Cape,high,False
TXN04608,CUST0385,2023-12-27,641.85,Health & Beauty,KwaZulu-Natal,mid,False
TXN00225,CUST0018,2023-12-27,6551.8,Electronics,Western Cape,mid,False
TXN00565,CUST0040,2023-12-27,8141.12,Electronics,Western Cape,high,False
TXN03502,CUST0288,2023-12-27,339.55,Stationery,Western Cape,mid,False
TXN01950,CUST0167,2023-12-28,760.55,Groceries,Gauteng,mid,False
TXN02723,CUST0227,2023-12-28,266.79,Stationery,Limpopo,mid,False
TXN03572,CUST0294,2023-12-28,1212.32,Sports,Gauteng,mid,False
TXN03339,CUST0273,2023-12-28,2192.77,Clothing,Eastern Cape,high,False
TXN04649,CUST0391,2023-12-28,548.65,Groceries,Limpopo,mid,False
TXN00576,CUST0040,2023-12-29,3720.99,Tools,Western Cape,high,False
TXN02254,CUST0193,2023-12-29,4793.08,Electronics,Eastern Cape,mid,False
TXN00905,CUST0067,2023-12-29,566.38,Groceries,Gauteng,mid,False
TXN03540,CUST0292,2023-12-29,700.8,Health & Beauty,Gauteng,mid,False
TXN01498,CUST0129,2023-12-29,615.09,Stationery,Gauteng,high,False
TXN04290,CUST0357,2023-12-29,320.33,Stationery,Gauteng,mid,False
TXN02107,CUST0184,2023-12-29,1846.83,Tools,Eastern Cape,mid,False
TXN00607,CUST0041,2023-12-30,2097.59,Clothing,Gauteng,high,False
TXN01592,CUST0140,2023-12-30,1042.14,Health & Beauty,Limpopo,high,False
TXN01285,CUST0103,2023-12-30,6412.33,Furniture,Gauteng,mid,False
TXN00093,CUST0008,2023-12-30,1065.19,Health & Beauty,Eastern Cape,high,False
TXN04162,CUST0347,2023-12-30,583.7,Health & Beauty,KwaZulu-Natal,mid,False
TXN00266,CUST0023,2023-12-30,1168.14,Groceries,Gauteng,high,False
TXN01001,CUST0077,2023-12-31,1027.25,Groceries,KwaZulu-Natal,high,False
TXN02368,CUST0201,2023-12-31,6757.01,Furniture,KwaZulu-Natal,mid,False
TXN02444,CUST0205,2023-12-31,2214.98,Clothing,Western Cape,high,False
TXN04099,CUST0340,2023-12-31,1305.14,Tools,Gauteng,mid,False
TXN02472,CUST0207,2024-01-01,4667.81,Furniture,Gauteng,mid,False
TXN00388,CUST0029,2024-01-01,4445.36,Furniture,Western Cape,mid,False
TXN03850,CUST0316,2024-01-01,997.64,Electronics,KwaZulu-Natal,low,False
TXN02795,CUST0234,2024-01-01,509.6,Sports,Western Cape,mid,False
TXN01309,CUST0105,2024-01-02,1828.95,Electronics,Eastern Cape,mid,False
TXN00877,CUST0062,2024-01-02,864.86,Clothing,Gauteng,mid,False
TXN04188,CUST0350,2024-01-02,822.15,Sports,KwaZulu-Natal,mid,False
TXN02790,CUST0234,2024-01-02,2120.74,Electronics,Western Cape,mid,False
TXN01371,CUST0115,2024-01-02,1210.29,Clothing,KwaZulu-Natal,high,False
TXN01547,CUST0135,2024-01-03,578.25,Tools,Limpopo,low,False
TXN04341,CUST0362,2024-01-03,376.4,Groceries,KwaZulu-Natal,mid,False
TXN01708,CUST0149,2024-01-03,222.49,Health & Beauty,Gauteng,mid,False
TXN04586,CUST0384,2024-01-03,5893.94,Furniture,Eastern Cape,mid,False
TXN02332,CUST0200,2024-01-03,10922.99,Furniture,KwaZulu-Natal,high,False
TXN03569,CUST0294,2024-01-03,3066.54,Electronics,Gauteng,mid,False
TXN03164,CUST0258,2024-01-03,361.94,Groceries,KwaZulu-Natal,mid,False
TXN02587,CUST0217,2024-01-03,4068.84,Electronics,Gauteng,high,False
TXN00892,CUST0064,2024-01-04,165.03,Stationery,Gauteng,mid,False
TXN02088,CUST0183,2024-01-04,1690.16,Electronics,Limpopo,mid,False
TXN01680,CUST0147,2024-01-04,1383.08,Tools,Western Cape,high,False
TXN01358,CUST0115,2024-01-04,5952.22,Electronics,KwaZulu-Natal,high,False
TXN04452,CUST0373,2024-01-04,577.88,Health & Beauty,Gauteng,high,False
TXN01296,CUST0105,2024-01-04,649.96,Clothing,Eastern Cape,mid,False
TXN03162,CUST0258,2024-01-04,367.76,Health & Beauty,KwaZulu-Natal,mid,False
TXN00985,CUST0075,2024-01-04,1071.28,Sports,KwaZulu-Natal,mid,False
TXN04081,CUST0339,2024-01-04,327.84,Health & Beauty,Western Cape,mid,False
TXN02280,CUST0194,2024-01-04,549.82,Clothing,KwaZulu-Natal,mid,False
TXN00659,CUST0049,2024-01-05,971.2,Sports,Western Cape,mid,False
TXN04305,CUST0358,2024-01-05,2670.55,Electronics,Western Cape,mid,False
TXN03147,CUST0256,2024-01-05,462.68,Groceries,Western Cape,high,False
TXN03913,CUST0323,2024-01-05,1936.23,Electronics,KwaZulu-Natal,high,False
TXN00886,CUST0063,2024-01-05,304.41,Groceries,Eastern Cape,low,False
TXN02682,CUST0224,2024-01-05,1127.52,Sports,Gauteng,mid,False
TXN03171,CUST0259,2024-01-05,120.15,Stationery,Western Cape,mid,False
TXN01372,CUST0115,2024-01-05,676.32,Health & Beauty,KwaZulu-Natal,high,False
TXN04430,CUST0371,2024-01-06,1218.93,Tools,Gauteng,high,False
TXN00212,CUST0017,2024-01-06,799.78,Clothing,Gauteng,mid,False
TXN02881,CUST0239,2024-01-06,231.08,Health & Beauty,KwaZulu-Natal,mid,False
TXN03868,CUST0319,2024-01-06,378.94,Health & Beauty,Gauteng,high,False
TXN03143,CUST0256,2024-01-06,1352.91,Sports,Western Cape,high,False
TXN02108,CUST0184,2024-01-06,553.81,Groceries,Eastern Cape,mid,False
TXN01110,CUST0087,2024-01-06,495.12,Groceries,KwaZulu-Natal,high,False
TXN03076,CUST0252,2024-01-06,572.85,Sports,Gauteng,mid,False
TXN02924,CUST0241,2024-01-07,243.3,Stationery,Limpopo,high,False
TXN03711,CUST0302,2024-01-07,734.12,Groceries,Western Cape,high,False
TXN00088,CUST0008,2024-01-07,557.22,Health & Beauty,Eastern Cape,high,False
TXN01937,CUST0166,2024-01-07,2351.86,Furniture,Eastern Cape,mid,False
TXN01269,CUST0102,2024-01-07,357.33,Health & Beauty,KwaZulu-Natal,mid,False
TXN03108,CUST0255,2024-01-08,2178.82,Electronics,Gauteng,mid,False
TXN01581,CUST0140,2024-01-08,569.77,Groceries,Limpopo,high,False
TXN03050,CUST0251,2024-01-08,1488.3,Sports,Gauteng,high,False
TXN00273,CUST0023,2024-01-08,8274.31,Furniture,Gauteng,high,False
TXN01783,CUST0157,2024-01-08,180.69,Stationery,KwaZulu-Natal,high,False
TXN03438,CUST0282,2024-01-08,2826.06,Electronics,Gauteng,mid,False
TXN00731,CUST0055,2024-01-08,9006.93,Furniture,Western Cape,high,False
TXN03486,CUST0287,2024-01-09,665.03,Sports,Western Cape,mid,False
TXN03283,CUST0268,2024-01-09,566.18,Tools,KwaZulu-Natal,mid,False
TXN04087,CUST0339,2024-01-09,623.97,Tools,Western Cape,mid,False
TXN04093,CUST0340,2024-01-09,1198.0,Tools,Gauteng,mid,False
TXN04697,CUST0395,2024-01-09,1623.81,Tools,Gauteng,high,False
TXN03354,CUST0274,2024-01-10,217.2,Groceries,Eastern Cape,mid,False
TXN02888,CUST0240,2024-01-10,96.22,Stationery,Gauteng,mid,False
TXN00850,CUST0061,2024-01-10,494.93,Groceries,Gauteng,high,False
TXN03366,CUST0275,2024-01-10,591.0,Sports,Western Cape,mid,False
TXN02393,CUST0204,2024-01-10,975.9,Clothing,Eastern Cape,high,False
TXN01789,CUST0157,2024-01-10,7744.64,Furniture,KwaZulu-Natal,high,False
TXN00491,CUST0035,2024-01-11,1145.59,Sports,Limpopo,high,False
TXN03069,CUST0251,2024-01-11,1395.51,Tools,Gauteng,high,False
TXN02793,CUST0234,2024-01-11,362.5,Groceries,Western Cape,mid,False
TXN03665,CUST0300,2024-01-11,399.62,Sports,Gauteng,mid,False
TXN01299,CUST0105,2024-01-11,224.28,Health & Beauty,Eastern Cape,mid,False
TXN04622,CUST0387,2024-01-11,727.96,Clothing,Gauteng,mid,False
TXN03348,CUST0273,2024-01-11,296.76,Groceries,Eastern Cape,high,False
TXN04466,CUST0373,2024-01-11,7304.45,Furniture,Gauteng,high,False
TXN04211,CUST0351,2024-01-11,1723.57,Tools,Western Cape,high,False
TXN04340,CUST0362,2024-01-11,385.44,Health & Beauty,KwaZulu-Natal,mid,False
TXN01211,CUST0097,2024-01-11,4015.54,Furniture,Western Cape,mid,False
TXN00283,CUST0023,2024-01-11,296.94,Stationery,Gauteng,high,False
TXN04420,CUST0371,2024-01-11,1333.65,Tools,Gauteng,high,False
TXN01051,CUST0082,2024-01-11,354.45,Health & Beauty,KwaZulu-Natal,mid,False
TXN00848,CUST0061,2024-01-11,1703.65,Tools,Gauteng,high,False
TXN03388,CUST0277,2024-01-11,394.45,Groceries,KwaZulu-Natal,high,False
TXN02118,CUST0185,2024-01-11,755.81,Sports,Gauteng,mid,False
TXN02222,CUST0191,2024-01-11,5484.84,Electronics,Gauteng,high,False
TXN02659,CUST0222,2024-01-12,132.77,Health & Beauty,Western Cape,mid,False
TXN04144,CUST0344,2024-01-12,204.44,Health & Beauty,Western Cape,mid,False
TXN00890,CUST0064,2024-01-12,3409.16,Electronics,Gauteng,mid,False
TXN01696,CUST0148,2024-01-13,5533.93,Furniture,Western Cape,mid,False
TXN04352,CUST0364,2024-01-13,516.91,Sports,Western Cape,low,False
TXN03563,CUST0294,2024-01-13,450.59,Groceries,Gauteng,mid,False
TXN04073,CUST0337,2024-01-13,1300.23,Tools,Eastern Cape,mid,False
TXN01608,CUST0142,2024-01-13,728.12,Tools,Gauteng,mid,False
TXN04189,CUST0350,2024-01-13,2715.57,Furniture,KwaZulu-Natal,mid,False
TXN00168,CUST0014,2024-01-13,441.96,Groceries,Gauteng,mid,False
TXN02789,CUST0234,2024-01-13,927.15,Tools,Western Cape,mid,False
TXN03397,CUST0277,2024-01-13,6791.98,Furniture,KwaZulu-Natal,high,False
TXN00287,CUST0023,2024-01-13,3152.11,Electronics,Gauteng,high,False
TXN00396,CUST0030,2024-01-13,608.82,Health & Beauty,Gauteng,high,False
TXN00496,CUST0035,2024-01-14,648.98,Clothing,Limpopo,high,False
TXN00630,CUST0044,2024-01-14,297.39,Health & Beauty,Eastern Cape,mid,False
TXN02133,CUST0186,2024-01-14,4301.32,Furniture,KwaZulu-Natal,mid,False
TXN02145,CUST0187,2024-01-14,4467.39,Electronics,Eastern Cape,high,False
TXN03630,CUST0297,2024-01-14,832.99,Tools,KwaZulu-Natal,mid,False
TXN00359,CUST0026,2024-01-15,4887.42,Furniture,KwaZulu-Natal,mid,False
TXN03724,CUST0303,2024-01-15,186.98,Health & Beauty,Western Cape,mid,False
TXN01676,CUST0147,2024-01-15,1102.5,Clothing,Western Cape,high,False
TXN01575,CUST0139,2024-01-15,712.71,Clothing,Gauteng,mid,False
TXN04581,CUST0384,2024-01-15,267.27,Groceries,Eastern Cape,mid,False
TXN03202,CUST0263,2024-01-15,343.82,Groceries,Gauteng,mid,False
TXN00311,CUST0024,2024-01-16,872.88,Clothing,Gauteng,mid,False
TXN02889,CUST0240,2024-01-16,833.54,Clothing,Gauteng,mid,False
TXN02573,CUST0214,2024-01-16,8967.54,Furniture,Gauteng,high,False
TXN00253,CUST0019,2024-01-16,1119.1,Tools,Western Cape,mid,False
TXN04694,CUST0395,2024-01-16,3725.08,Electronics,Gauteng,high,False
TXN02678,CUST0224,2024-01-16,517.7,Sports,Gauteng,mid,False
TXN04599,CUST0385,2024-01-16,1054.73,Tools,KwaZulu-Natal,mid,False
TXN02252,CUST0193,2024-01-16,1155.13,Electronics,Eastern Cape,mid,False
TXN01168,CUST0093,2024-01-16,2070.14,Electronics,KwaZulu-Natal,mid,False
TXN04023,CUST0332,2024-01-16,138.44,Stationery,KwaZulu-Natal,low,False
TXN03063,CUST0251,2024-01-16,306.49,Stationery,Gauteng,high,False
TXN02400,CUST0204,2024-01-16,5768.58,Furniture,Eastern Cape,high,False
TXN00395,CUST0030,2024-01-17,8447.25,Furniture,Gauteng,high,False
TXN02857,CUST0237,2024-01-17,617.38,Sports,Gauteng,mid,False
TXN00577,CUST0040,2024-01-17,3523.88,Electronics,Western Cape,high,False
TXN00208,CUST0016,2024-01-17,5274.31,Furniture,Gauteng,mid,False
TXN00161,CUST0012,2024-01-17,50.0,Furniture,Limpopo,low,False
TXN04614,CUST0387,2024-01-17,1728.47,Electronics,Gauteng,mid,False
TXN02330,CUST0200,2024-01-17,1744.78,Tools,KwaZulu-Natal,high,False
TXN03192,CUST0262,2024-01-17,384.66,Tools,Limpopo,low,False
TXN02227,CUST0191,2024-01-17,4847.0,Electronics,Gauteng,high,False
TXN03890,CUST0322,2024-01-17,2898.9,Furniture,KwaZulu-Natal,mid,False
TXN00935,CUST0071,2024-01-17,7891.66,Furniture,KwaZulu-Natal,high,False
TXN00516,CUST0035,2024-01-17,1515.19,Tools,Limpopo,high,False
TXN02480,CUST0208,2024-01-17,2703.1,Electronics,KwaZulu-Natal,mid,False
TXN03919,CUST0323,2024-01-17,254.13,Stationery,KwaZulu-Natal,high,False
TXN01612,CUST0142,2024-01-17,309.42,Health & Beauty,Gauteng,mid,False
TXN00633,CUST0044,2024-01-18,5096.62,Furniture,Eastern Cape,mid,False
TXN03969,CUST0327,2024-01-18,893.0,Tools,Western Cape,high,False
TXN04310,CUST0359,2024-01-18,3735.86,Furniture,Limpopo,low,False
TXN00193,CUST0015,2024-01-18,335.48,Health & Beauty,Gauteng,mid,False
TXN04096,CUST0340,2024-01-18,6657.76,Furniture,Gauteng,mid,False
TXN02384,CUST0203,2024-01-19,275.09,Health & Beauty,Gauteng,mid,False
TXN00664,CUST0049,2024-01-19,2910.85,Furniture,Western Cape,mid,False
TXN01098,CUST0086,2024-01-19,2543.95,Furniture,Gauteng,low,False
TXN01437,CUST0121,2024-01-19,799.01,Sports,Eastern Cape,mid,False
TXN03118,CUST0256,2024-01-20,260.41,Stationery,Western Cape,high,False
TXN00282,CUST0023,2024-01-20,8671.3,Furniture,Gauteng,high,False
TXN02239,CUST0192,2024-01-20,314.91,Sports,Eastern Cape,mid,False
TXN03943,CUST0327,2024-01-20,8579.46,Furniture,Western Cape,high,False
TXN04576,CUST0383,2024-01-21,4635.29,Electronics,KwaZulu-Natal,mid,False
TXN01254,CUST0101,2024-01-21,455.18,Health & Beauty,Gauteng,mid,False
TXN00981,CUST0074,2024-01-21,505.72,Tools,Eastern Cape,low,False
TXN01895,CUST0163,2024-01-21,1556.18,Tools,KwaZulu-Natal,high,False
TXN00504,CUST0035,2024-01-21,318.59,Health & Beauty,Limpopo,high,False
TXN03472,CUST0286,2024-01-21,897.73,Electronics,Gauteng,mid,False
TXN00042,CUST0004,2024-01-21,261.35,Groceries,Western Cape,low,False
TXN01242,CUST0098,2024-01-21,947.7,Clothing,Western Cape,high,False
TXN00871,CUST0061,2024-01-22,1464.05,Clothing,Gauteng,high,False
TXN00505,CUST0035,2024-01-22,258.22,Stationery,Limpopo,high,False
TXN00948,CUST0071,2024-01-22,574.55,Health & Beauty,KwaZulu-Natal,high,False
TXN01078,CUST0084,2024-01-22,562.12,Sports,Gauteng,mid,False
TXN01585,CUST0140,2024-01-22,1276.53,Clothing,Limpopo,high,False
TXN04008,CUST0331,2024-01-22,233.79,Health & Beauty,Gauteng,mid,False
TXN01587,CUST0140,2024-01-22,280.31,Stationery,Limpopo,high,False
TXN03402,CUST0277,2024-01-22,1479.24,Tools,KwaZulu-Natal,high,False
TXN04450,CUST0373,2024-01-22,359.14,Groceries,Gauteng,high,False
TXN02557,CUST0214,2024-01-22,1366.07,Clothing,Gauteng,high,False
TXN02566,CUST0214,2024-01-22,442.35,Health & Beauty,Gauteng,high,False
TXN00899,CUST0066,2024-01-22,255.66,Clothing,Western Cape,mid,False
TXN04461,CUST0373,2024-01-22,957.03,Sports,Gauteng,high,False
TXN01967,CUST0169,2024-01-22,2090.35,Furniture,Gauteng,low,False
TXN02189,CUST0189,2024-01-22,4663.82,Electronics,Western Cape,high,False
TXN04496,CUST0376,2024-01-23,1702.83,Tools,Gauteng,high,False
TXN01717,CUST0150,2024-01-23,253.66,Tools,Gauteng,low,False
TXN04215,CUST0352,2024-01-23,592.69,Tools,Eastern Cape,low,False
TXN03148,CUST0256,2024-01-24,5076.49,Electronics,Western Cape,high,False
TXN03351,CUST0274,2024-01-24,270.92,Health & Beauty,Eastern Cape,mid,False
